DroneID,Brand,Category,SubCategory,DroneType,BuildLevel,FrameSize_Inch,Wheelbase_mm,MotorSize,PropellerSize,BatterySpec,FlightController,Firmware,PayloadSupport,MaxTakeoffWeight_kg,IntendedUse,Notes
DRN-0282,BetaFPV,Kits & RTF,Complete UAV,Explorer UAV,BNF,5,140,1103,6 inch,Li-ion 6S 4000mAh,H7 Flight Controller,Betaflight,GoPro,3.54,Industrial Inspection,
DRN-0283,iFlight,Kits & RTF,Complete UAV,Explorer UAV,BNF,8,85,2306,3 inch,6S 2200mAh,H7 Flight Controller,Betaflight,GoPro,4.87,Mapping / Survey,
DRN-0284,Walksnail,Kits & RTF,Complete UAV,Racing Drone,RTF,7,220,1507,5 inch,6S 2200mAh,F722 Stack,Ardupilot,None,2.02,Mapping / Survey,
DRN-0285,Autel,Kits & RTF,Complete UAV,Explorer UAV,RTF,3,180,1507,8 inch,Li-ion 6S 6000mAh,H7 Flight Controller,Ardupilot,Survey Camera,1.13,Industrial Inspection,
DRN-0286,Armattan,Kits & RTF,Complete UAV,Cinewhoop Drone,DIY Kit,4,110,2306,2 inch,4S 1300mAh,F722 Stack,Ardupilot,Survey Camera,2.68,Industrial Inspection,
DRN-0287,BetaFPV,Kits & RTF,Complete UAV,Industrial Survey Drone,BNF,3.5,300,2806.5,8 inch,4S 1300mAh,F7 Flight Controller,INAV,GoPro,0.69,Long Range FPV,
DRN-0288,Armattan,Kits & RTF,Complete UAV,Long Range Drone,BNF,4,350,2407,5 inch,6S 2200mAh,F405 Stack,INAV,None,5.48,Long Range FPV,
DRN-0289,HGLRC,Kits & RTF,Complete UAV,Cinewhoop Drone,BNF,8,95,1806,7 inch,6S 1300mAh,F7 Flight Controller,INAV,GoPro,5.84,Cinematic FPV,
DRN-0290,DJI,Kits & RTF,Complete UAV,Long Range Drone,DIY Kit,6,300,1507,10 inch,Li-ion 6S 4000mAh,F7 Flight Controller,Betaflight,None,1.9,Long Range FPV,
DRN-0291,iFlight,Kits & RTF,Complete UAV,Racing Drone,RTF,2,75,2004,3 inch,6S 2200mAh,F405 Stack,Ardupilot,GoPro,0.51,Cinematic FPV,
DRN-0292,iFlight,Kits & RTF,Complete UAV,Long Range Drone,RTF,10,350,2205,6 inch,4S 1300mAh,F722 Stack,Betaflight,GoPro,1.26,Freestyle FPV,
DRN-0293,Walksnail,Kits & RTF,Complete UAV,FPV Freestyle Drone,RTF,10,350,2004,4 inch,Li-ion 6S 4000mAh,F4 Flight Controller,INAV,None,0.53,Freestyle FPV,
DRN-0294,Skydroid,Kits & RTF,Complete UAV,Explorer UAV,DIY Kit,5,220,2407,2 inch,6S 1500mAh,F405 Stack,INAV,Camera,3.76,Cinematic FPV,
DRN-0295,Foxeer,Kits & RTF,Complete UAV,Long Range Drone,BNF,3.5,260,1806,5 inch,Li-ion 6S 4000mAh,F722 Stack,Betaflight,Camera,3.97,Long Range FPV,
DRN-0296,Walksnail,Kits & RTF,Complete UAV,Cinewhoop Drone,BNF,3,350,2306,6 inch,4S 1500mAh,F405 Stack,Betaflight,None,4.85,Long Range FPV,
DRN-0297,Holybro,Kits & RTF,Complete UAV,Explorer UAV,RTF,5,180,2207,2 inch,4S 1500mAh,H7 Flight Controller,INAV,Camera,4.1,Mapping / Survey,
DRN-0298,Diatone,Kits & RTF,Complete UAV,Long Range Drone,DIY Kit,10,120,2306,5 inch,6S 1300mAh,H7 Flight Controller,INAV,None,5.93,Long Range FPV,
DRN-0299,ImpulseRC,Kits & RTF,Complete UAV,Industrial Survey Drone,DIY Kit,2,120,1507,3 inch,3S 850mAh,F405 Stack,Betaflight,Survey Camera,1.49,Long Range FPV,
DRN-0300,Diatone,Kits & RTF,Complete UAV,Cinewhoop Drone,RTF,2.5,350,2407,7 inch,6S 1300mAh,F405 Stack,Ardupilot,Camera,2.96,Racing,
DRN-0301,ImpulseRC,Kits & RTF,Complete UAV,Long Range Drone,RTF,10,75,1806,7 inch,4S 1300mAh,F7 Flight Controller,Ardupilot,None,0.35,Freestyle FPV,
DRN-0302,iFlight,Kits & RTF,Complete UAV,Industrial Survey Drone,BNF,2.5,300,1806,4 inch,6S 1300mAh,H7 Flight Controller,Betaflight,None,3.47,Long Range FPV,
DRN-0303,iFlight,Kits & RTF,Complete UAV,Explorer UAV,RTF,6,260,2207,4 inch,4S 1500mAh,H7 Flight Controller,Betaflight,None,5.08,Industrial Inspection,
DRN-0304,Diatone,Kits & RTF,Complete UAV,Long Range Drone,RTF,3.5,300,2207,8 inch,Li-ion 6S 4000mAh,F4 Flight Controller,INAV,GoPro,4.16,Freestyle FPV,
DRN-0305,Skydroid,Kits & RTF,Complete UAV,Racing Drone,BNF,3.5,95,1806,2 inch,6S 1500mAh,F7 Flight Controller,INAV,Survey Camera,3.37,Cinematic FPV,
DRN-0306,Walksnail,Kits & RTF,Complete UAV,FPV Freestyle Drone,DIY Kit,4,220,2407,10 inch,Li-ion 6S 4000mAh,F4 Flight Controller,Betaflight,None,1.95,Industrial Inspection,
DRN-0307,HGLRC,Kits & RTF,Complete UAV,Explorer UAV,RTF,6,350,2207,6 inch,Li-ion 6S 4000mAh,F722 Stack,Ardupilot,GoPro,0.39,Freestyle FPV,
DRN-0308,Diatone,Kits & RTF,Complete UAV,Explorer UAV,DIY Kit,3,350,2205,10 inch,6S 1500mAh,H7 Flight Controller,Betaflight,GoPro,2.07,Racing,
DRN-0309,GEPRC,Kits & RTF,Complete UAV,Racing Drone,BNF,3.5,95,2407,7 inch,3S 850mAh,F4 Flight Controller,INAV,Camera,3.67,Industrial Inspection,
DRN-0310,Foxeer,Kits & RTF,Complete UAV,Cinewhoop Drone,DIY Kit,3.5,95,1507,2 inch,Li-ion 6S 6000mAh,F722 Stack,Ardupilot,GoPro,2.51,Cinematic FPV,
DRN-0311,Diatone,Kits & RTF,Complete UAV,FPV Freestyle Drone,RTF,6,110,1507,7 inch,6S 2200mAh,H7 Flight Controller,Ardupilot,Camera,0.57,Mapping / Survey,
DRN-0312,Autel,Kits & RTF,Complete UAV,FPV Freestyle Drone,BNF,10,110,2004,7 inch,6S 1500mAh,F722 Stack,Betaflight,Camera,5.91,Mapping / Survey,
DRN-0313,GEPRC,Kits & RTF,Complete UAV,Racing Drone,DIY Kit,8,120,2205,3 inch,4S 1500mAh,F7 Flight Controller,Betaflight,GoPro,5.94,Cinematic FPV,
DRN-0314,HGLRC,Kits & RTF,Complete UAV,Industrial Survey Drone,DIY Kit,7,180,1507,7 inch,6S 2200mAh,F7 Flight Controller,Betaflight,GoPro,5.42,Cinematic FPV,
DRN-0315,Diatone,Kits & RTF,Complete UAV,Cinewhoop Drone,BNF,7,260,2004,2 inch,6S 2200mAh,F4 Flight Controller,Betaflight,GoPro,0.84,Cinematic FPV,
DRN-0316,Skydroid,Kits & RTF,Complete UAV,FPV Freestyle Drone,RTF,6,110,2407,3 inch,4S 1300mAh,H7 Flight Controller,Ardupilot,None,4.5,Mapping / Survey,
DRN-0317,Autel,Kits & RTF,Complete UAV,FPV Freestyle Drone,BNF,4,95,2004,5 inch,6S 2200mAh,H7 Flight Controller,Ardupilot,None,5.98,Industrial Inspection,
DRN-0318,GEPRC,Kits & RTF,Complete UAV,Cinewhoop Drone,DIY Kit,4,220,2207,10 inch,Li-ion 6S 4000mAh,F4 Flight Controller,INAV,GoPro,3.89,Freestyle FPV,
DRN-0319,Diatone,Kits & RTF,Complete UAV,Explorer UAV,BNF,10,120,2205,8 inch,3S 850mAh,F405 Stack,INAV,Camera,0.47,Long Range FPV,
DRN-0320,Autel,Kits & RTF,Complete UAV,Long Range Drone,DIY Kit,5,220,2207,10 inch,4S 1300mAh,F405 Stack,INAV,Survey Camera,0.94,Long Range FPV,
DRN-0321,HGLRC,Kits & RTF,Complete UAV,Industrial Survey Drone,DIY Kit,2,220,1806,5 inch,6S 1500mAh,F405 Stack,Betaflight,None,0.96,Freestyle FPV,
DRN-0322,ImpulseRC,Kits & RTF,Complete UAV,Long Range Drone,RTF,2,180,2306,8 inch,6S 1500mAh,F7 Flight Controller,Betaflight,Survey Camera,2.31,Long Range FPV,
DRN-0323,HGLRC,Kits & RTF,Complete UAV,FPV Freestyle Drone,RTF,3.5,260,2207,5 inch,6S 1500mAh,F4 Flight Controller,Betaflight,Survey Camera,2.1,Long Range FPV,
DRN-0324,Foxeer,Kits & RTF,Complete UAV,Long Range Drone,DIY Kit,8,95,1103,7 inch,Li-ion 6S 4000mAh,F405 Stack,Ardupilot,None,2.4,Racing,
DRN-0325,GEPRC,Kits & RTF,Complete UAV,Racing Drone,BNF,3.5,85,2205,8 inch,Li-ion 6S 4000mAh,H7 Flight Controller,Ardupilot,GoPro,2.74,Industrial Inspection,
DRN-0326,Autel,Kits & RTF,Complete UAV,Long Range Drone,DIY Kit,2,300,2205,5 inch,3S 850mAh,F4 Flight Controller,Ardupilot,None,4.29,Mapping / Survey,
DRN-0327,Skydroid,Kits & RTF,Complete UAV,Explorer UAV,RTF,3,300,2407,8 inch,6S 2200mAh,F722 Stack,Betaflight,None,2.45,Racing,
DRN-0328,DJI,Kits & RTF,Complete UAV,FPV Freestyle Drone,DIY Kit,8,75,2207,5 inch,4S 1300mAh,F722 Stack,INAV,Survey Camera,3.08,Freestyle FPV,
DRN-0329,Diatone,Kits & RTF,Complete UAV,Explorer UAV,RTF,8,260,2004,7 inch,6S 2200mAh,F722 Stack,INAV,GoPro,6.37,Cinematic FPV,
DRN-0330,Holybro,Kits & RTF,Complete UAV,Racing Drone,BNF,7,220,2207,8 inch,6S 1300mAh,H7 Flight Controller,Ardupilot,Camera,1.22,Cinematic FPV,
DRN-0331,HGLRC,Kits & RTF,Complete UAV,FPV Freestyle Drone,RTF,8,260,1806,6 inch,Li-ion 6S 4000mAh,F722 Stack,Betaflight,None,1.04,Cinematic FPV,
DRN-0332,HGLRC,Kits & RTF,Complete UAV,Cinewhoop Drone,BNF,6,300,2004,10 inch,3S 850mAh,F7 Flight Controller,INAV,GoPro,3.77,Long Range FPV,
DRN-0333,Holybro,Kits & RTF,Complete UAV,FPV Freestyle Drone,RTF,10,120,2407,7 inch,Li-ion 6S 6000mAh,H7 Flight Controller,Ardupilot,Survey Camera,0.62,Cinematic FPV,
DRN-0334,Holybro,Kits & RTF,Complete UAV,Cinewhoop Drone,BNF,10,260,2407,8 inch,6S 2200mAh,F7 Flight Controller,INAV,Camera,1.72,Long Range FPV,
DRN-0335,Autel,Kits & RTF,Complete UAV,FPV Freestyle Drone,RTF,3,95,1103,6 inch,6S 2200mAh,H7 Flight Controller,Betaflight,Survey Camera,3.5,Industrial Inspection,
DRN-0336,Skydroid,Kits & RTF,Complete UAV,FPV Freestyle Drone,DIY Kit,2.5,300,1806,3 inch,4S 1500mAh,F4 Flight Controller,Betaflight,Survey Camera,2.47,Mapping / Survey,
DRN-0337,DJI,Kits & RTF,Complete UAV,Long Range Drone,DIY Kit,3.5,300,1806,4 inch,Li-ion 6S 4000mAh,F4 Flight Controller,Ardupilot,GoPro,4.87,Industrial Inspection,
DRN-0338,Flywoo,Kits & RTF,Complete UAV,Explorer UAV,BNF,2.5,110,1404,4 inch,4S 1500mAh,F4 Flight Controller,Betaflight,GoPro,0.64,Cinematic FPV,
DRN-0339,iFlight,Kits & RTF,Complete UAV,FPV Freestyle Drone,DIY Kit,7,95,2407,5 inch,6S 1500mAh,F7 Flight Controller,Ardupilot,Survey Camera,1.85,Long Range FPV,
DRN-0340,Walksnail,Kits & RTF,Complete UAV,Explorer UAV,BNF,6,140,1103,4 inch,4S 1300mAh,F405 Stack,Ardupilot,None,5.69,Mapping / Survey,
DRN-0341,BetaFPV,Kits & RTF,Complete UAV,Cinewhoop Drone,BNF,3.5,110,2205,5 inch,6S 1500mAh,F4 Flight Controller,Betaflight,Camera,1.24,Freestyle FPV,
DRN-0342,Autel,Kits & RTF,Complete UAV,Long Range Drone,RTF,5,110,2306,3 inch,3S 850mAh,F7 Flight Controller,Betaflight,Survey Camera,0.36,Long Range FPV,
DRN-0343,Flywoo,Kits & RTF,Complete UAV,Cinewhoop Drone,RTF,3,300,2004,3 inch,4S 1500mAh,F7 Flight Controller,Ardupilot,None,3.62,Long Range FPV,
DRN-0344,Foxeer,Kits & RTF,Complete UAV,Cinewhoop Drone,RTF,8,85,2407,8 inch,Li-ion 6S 6000mAh,H7 Flight Controller,Betaflight,None,1.66,Cinematic FPV,
DRN-0345,HGLRC,Kits & RTF,Complete UAV,Industrial Survey Drone,DIY Kit,3.5,220,1806,8 inch,4S 1500mAh,H7 Flight Controller,Ardupilot,Survey Camera,3.91,Cinematic FPV,
DRN-0346,Armattan,Kits & RTF,Complete UAV,Racing Drone,RTF,6,220,2004,7 inch,6S 1500mAh,F7 Flight Controller,INAV,GoPro,0.68,Industrial Inspection,
DRN-0347,HGLRC,Kits & RTF,Complete UAV,Long Range Drone,RTF,5,220,2306,10 inch,Li-ion 6S 4000mAh,H7 Flight Controller,Betaflight,GoPro,5.92,Freestyle FPV,
DRN-0348,Walksnail,Kits & RTF,Complete UAV,Explorer UAV,DIY Kit,2,180,2806.5,6 inch,6S 1300mAh,F722 Stack,Betaflight,Camera,3.35,Cinematic FPV,
DRN-0349,BetaFPV,Kits & RTF,Complete UAV,Explorer UAV,BNF,2.5,85,2207,10 inch,Li-ion 6S 4000mAh,F722 Stack,INAV,None,5.06,Long Range FPV,
DRN-0350,BetaFPV,Kits & RTF,Complete UAV,FPV Freestyle Drone,BNF,8,300,2004,6 inch,Li-ion 6S 6000mAh,F7 Flight Controller,INAV,GoPro,3.17,Mapping / Survey,
